wildlife%1:14:00::@{wildlife_0}@@core@
quotation%1:10:02::@{quotation_0}@price quotation@core@
47215@{jævne_2}@gøre suppe el. sovs mere tyktflydende@BoundedEvent+Cause+Physical@
47212@{mytologi_1}@en kulturs samlede bestand af myter, fx om verdens ...@3rdOrderEntity+Mental+Purpose(+Domain)@
myth%1:10:00::@{myth_0}@traditional story@core@
wrist%1:08:00::@{wrist_0}@carpus, wrist joint@core@
waterfall%1:17:00::@{waterfall_0}@cascade@core@
comfort%1:26:00::@{comfort_0}@comfortableness@core@
star%1:10:00::@{star_0}@asterisk@core@
file%1:06:01::@{file_0}@file cabinet, filing cabinet@core@
relief%1:26:00::@{relief_0}@ease, alleviation@core@
contest%1:04:00::@{contest_0}@@core@
tunnel%1:06:00::@{tunnel_0}@passageway@core@
garlic%1:13:00::@{garlic_0}@aromatic bulb used as seasoning@core@
tower%1:06:00::@{tower_0}@structure@core@
secretary%1:18:00::@{secretary_0}@secretarial assistant@core@
cover%1:06:02::@{cover_0}@screen, concealment@core@
help%1:04:00::@{help_0}@aid, assist, assistance@core@
bride%1:18:01::@{bride_0}@participant in a marriage ceremony@core@
jerk%2:29:00::@{twitch_0}@jerk@core@
sculpture%1:06:00::@{sculpture_0}@plastic art@core@
doubt%1:07:00::@{doubt_0}@question, dubiousness, doubtfulness@core@
entry%1:06:00::@{entry_0}@entrance, entranceway, entryway@core@
cabinet%1:14:00::@{cabinet_0}@persons appointed by a head of state@core@
nature%1:07:02::@{nature_0}@essential qualities or characteristics@core@
revenge%1:04:00::@{revenge_0}@retaliation@core@
trend%1:15:02::@{trend_0}@tendency@core@
worth%1:07:00::@{worth_0}@value@core@
bulb%1:20:00::@{bulb_0}@plant bulb@core@
filter%1:06:00::@{filter_0}@device that removes something small@core@
65088@{galge_1}@træstillads med reb hvor dødsdømte henrettes ved h ...@Instrument+Artifact+Object@
grammar%1:09:00::@{grammar_0}@@core@
threat%1:26:00::@{threat_0}@menace, source of danger@core@
example%1:09:01::@{example_0}@exemplar, model, good example@core@
chin%1:08:00::@{chin_0}@lower jaw@core@
call%1:10:02::@{call_0}@cry, outcry, yell, shout, vociferation@core@
welcome%1:10:00::@{welcome_0}@greeting, reception@core@
solidarity%1:07:00::@{solidarity_0}@@core@
village%1:14:00::@{village_0}@small town, settlement@core@
soldier%1:18:00::@{soldier_0}@enlisted man or woman@core@
storage%1:04:02::@{storage_0}@repositing, warehousing@core@
nephew%1:18:00::@{nephew_0}@@core@
spinach%1:13:00::@{spinach_0}@vegetable@core@
conviction%1:09:00::@{conviction_0}@strong belief@core@
77755@{strømforsyning_1}@det at forsyne fx et elektrisk apparat el. et geog ...@UnboundedEvent+Cause+Physical@
entitlement%1:07:00::@{entitlement_0}@right granted by law or contract@core@
conglomerate%1:14:00::@{conglomerate_0}@empire, group of companies@core@
charge%1:10:03::@{charge_0}@billing@core@
medicine%1:06:00::@{medicine_0}@medication, medicament, medicinal drug@core@
2303@{påfylde_1}@føre noget, ofte en væske, ind i beholder e.l., ev ...@Underspecified@
football%1:04:00::@{football_0}@football game@core@
2307@{svale,2_1}@afkøle til en behagelig temperatur; gøre sval@Underspecified@
lack%1:26:00::@{lack_0}@deficiency, want@core@
disability%1:26:00::@{disability_0}@disablement, handicap, impairment@core@
march%1:28:00::@{march_0}@March, month@core@
stamp%1:10:01::@{stamp_0}@postage stamp@core@
form%1:14:02::@{form_0}@variant, strain@core@
suspicion%1:09:01::@{suspicion_0}@intuition, hunch@core@
rest%1:24:00::@{rest_0}@remainder, balance, residual, residue@core@
operation%1:04:06::@{operation_0}@business especially one run on a large scale@core@
veteran%1:18:02::@{veteran_0}@veteran soldier@core@
upset%2:37:00::@{upset_0}@disturb, trouble, move deeply@core@
wind%1:19:00::@{wind_0}@air current, current of air@core@
distortion%1:04:01::@{distortion_0}@misrepresenting@core@
tip%1:10:00::@{tip_0}@lead, confidential information@core@
factor%1:11:00::@{factor_0}@anything that contributes causally to a result@core@
edition%1:10:02::@{edition_0}@publication@core@
fantasy%1:09:01::@{fantasy_0}@illusion, phantasy, fancy@core@
fun%1:04:00::@{fun_0}@merriment, playfulness@core@
predecessor%1:18:00::@{predecessor_0}@@core@
dream%1:12:00::@{dream_0}@ambition, aspiration@core@
pole%1:15:00::@{pole_0}@Earth's antipodal point@core@
spray%1:27:00::@{spray_0}@water in small drops@core@
pig%1:18:02::@{pig_0}@slob, sloven, slovenly person@core@
pitch%1:07:01::@{slant_0}@pitch, deviation from the horizontal@core@
light%1:07:01::@{light_0}@luminosity, brightness, luminance@core@
49579@{landsætte_1}@lade gå i land el. lande, fx på fjendtligt territo ...@BoundedEvent+Agentive+Physical+Location@
reference%1:10:06::@{reference_0}@reference point, point of reference@core@
fence%1:06:00::@{fence_0}@barrier@core@
stone%1:27:01::@{gem_0}@gemstone, stone@core@
theology%1:09:01::@{theology_0}@@core@
fragment%1:17:01::@{fragment_0}@broken-off piece@core@
hierarchy%1:14:01::@{hierarchy_0}@power structure, pecking order@core@
49172@{kønsdiskrimination_0}@b-ord@Dynamic+Agentive+Physical+Purpose+Social@
prescription%1:10:01::@{prescription_0}@physician's instructions@core@
49170@{internationalitet_0}@b-ord@Property@
side%1:15:00::@{side_0}@face@core@
49176@{husførelse_1}@det at passe et hjem, dvs. at sørge for madlavning ...@Dynamic+Agentive+Physical+Purpose@
49174@{undertrykkelse_1}@det at undertrykke el. blive undertrykt så nogens  ...@Dynamic+Agentive+Purpose+Social@
49178@{svindle_1}@opnå fordele el. økonomisk vinding vha. snyd el. u ...@UnboundedEvent+Agentive+Purpose@
wrap%2:35:00::@{wrap_0}@enfold in a tissue@core@
manual%1:10:00::@{manual_0}@handbook@core@
42804@{finde_2}@(tilfældigt) blive opmærksom på; opdage@BoundedEvent+Phenomenal@
48228@{nummerering_1_1}@nummer der er tildelt som resultat af denne proces ...@LanguageRepresentation+Artifact+Object@
sun%1:28:00::@{Sunday_0}@Lord's Day@core@
48557@{projektledelse_0}@b-ord@Dynamic+Agentive+Mental+Purpose@
48556@{fortjene_1}@være værdig til at modtage noget i kraft af en bes ...@UnboundedEvent@
48226@{personlig_3}@som vedrører el. er rettet mod private el. intime  ...@Property@
48553@{betjene_1}@opfylde ønsker fra, ekspedere bestillinger fra el. ...@UnboundedEvent+Agentive+Physical+Social@
48552@{hyggesnakke_0}@b-ord@UnboundedEvent+Agentive+Communication+Social@
48223@{overskride_1_2}@gå ud over en fastsat værdi, tidsfrist e.l.@BoundedEvent+Agentive@
curtain%1:06:00::@{curtain_0}@drape@core@
witness%1:18:03::@{witness_0}@person who testifies in court@core@
point%1:09:01::@{point_0}@detail, item@core@
68160@{træne_2_1}@øve el. styrke en særlig egenskab el. (en del af)  ...@UnboundedEvent+Agentive+Physical+Purpose@
guest%1:18:00::@{guest_0}@invitee@core@
tension%1:26:00::@{tension_0}@latent hostility@core@
card%1:10:05::@{card_0}@menu, bill of fare, carte du jour, carte@core@
match%1:18:00::@{match_0}@peer, equal, compeer@core@
copyright%1:10:00::@{copyright_0}@right of publication@core@
session%1:28:00::@{session_0}@school term, academic term@core@
check%1:04:04::@{check_0}@chess move@core@
charter%1:10:00::@{charter_0}@document@core@
sign%1:10:01::@{sign_0}@gesture that is part of a sign language@core@
portrait%1:06:00::@{portrait_0}@portrayal, likeness@core@
visitor%1:18:00::@{visitor_0}@@core@
formula%1:10:01::@{formula_0}@statement of a fundamental principle@core@
format%1:10:00::@{format_0}@formatting, data format, data formatting@core@
reform%1:04:00::@{reform_0}@change for the better@core@
mud%1:27:00::@{mud_0}@clay, soft wet earth@core@
excitement%1:04:02::@{excitement_0}@agitation, turmoil, upheaval, hullabaloo@core@
illness%1:26:00::@{illness_0}@unwellness, malady, sickness@core@
survey%1:10:00::@{survey_0}@sketch, resume@core@
scientist%1:18:00::@{scientist_0}@@core@
sugar%1:13:00::@{sugar_0}@refined sugar@core@
48046@{garve_1}@behandle dyrehuder med garvestoffer så de bliver t ...@BoundedEvent+Agentive+Physical+Purpose@
understand%2:31:04::@{understand_0}@sympathize, empathize@core@
taste%1:09:04::@{taste_0}@gustation, sense of taste@core@
1762@{ro,3_1}@drive en båd gennem vand vha. årer@UnboundedEvent+Agentive+Physical+Location@
67376@{kepi_1}@høj militær uniformskasket med lav, stiv puld@Garment+Artifact+Object@
cane%1:06:01::@{cane_0}@walking stick@core@
van%1:06:00::@{van_0}@vehicle@core@
47682@{afvige_1_1}@være anderledes i adfærd el. form end det normale  ...@UnboundedEvent+Agentive+Mental@
island%1:17:00::@{island_0}@land mass surrounded by water@core@
47680@{opsyn_1}@det at holde øje med hvad nogen foretager sig, for ...@UnboundedEvent+Agentive+Physical+Purpose@
47681@{opsyn_1}@det at holde øje med hvad nogen foretager sig, for ...@UnboundedEvent+Agentive+Physical+Purpose@
47684@{forvaltning_1_1}@det at administrere et lands indre anliggender@UnboundedEvent+Agentive+Communication+Social@
72139@{hengive_1: hengive sig}@underkaste el. ofre sig; være ydmyg el. trofast@Dynamic+Agentive+Mental@
space%1:10:00::@{space_0}@blank@core@
72135@{genoprette_1}@bringe i overensstemmelse med en tidligere tilstan ...@BoundedEvent+Agentive@
candle%1:06:00::@{candle_0}@taper, wax light@core@
code%1:10:02::@{code_0}@coding system for brief or secret messages@core@
source%1:18:01::@{source_0}@informant, person who supplies information@core@
friend%1:18:02::@{friend_0}@acquaintance@core@
meeting%1:11:00::@{meeting_0}@encounter, casual or unexpected convergence@core@
chain%1:06:01::@{necklace_0}@chain@core@
company%1:26:00::@{company_0}@companionship, fellowship, society@core@
hour%1:28:01::@{hour_0}@time of day, clock time@core@
harbour%1:15:00::@{harbor_0}@seaport@core@
fox%1:05:00::@{fox_0}@animal@core@
fire%1:22:00::@{fire_0}@flame@core@
1740@{hugge_1_3}@føre en spids genstand ind i noget med et kraftigt ...@Underspecified@
hammer%1:06:00::@{hammer_0}@hand tool@core@
play%1:04:06::@{play_0}@child's play@core@
directory%1:10:00::@{directory_0}@alphabetical list of names and addresses@core@
47029@{filtrere_1}@lade en væske, en luftart, stråler, bølger e.l. pa ...@BoundedEvent+Cause+Physical@
silver%1:07:00::@{silver_0}@ash gray, ash grey, silver gray@core@
13992@{konkurrere_1}@forsøge at være den bedste el. mest dominerende på ...@2ndOrderEntity@
13996@{observere_2}@være opmærksom på, passe på og kontrollere nogen e ...@2ndOrderEntity@
13995@{misbruge_2}@have et (sundhedsskadeligt) overforbrug af medicin ...@2ndOrderEntity@
praise%1:10:00::@{praise_0}@congratulations, kudos@core@
planet%1:17:00::@{planet_0}@celestial body@core@
silver%1:27:00::@{silver_0}@metal@core@
professor%1:18:00::@{professor_0}@prof@core@
example%1:09:00::@{example_0}@illustration, instance, representative@core@
draft%1:19:00::@{draft_0}@draught, air current@core@
73043@{åben_4}@som alle el. en nærmere bestemt gruppe kan deltage ...@Property@
constituency%1:14:00::@{constituency_0}@body of voters@core@
384@{udflugt_1_1}@kortvarigt ophold borte fra det sted hvor man norm ...@Underspecified@
73045@{indøve_1}@ved gentagne øvelser lære noget udenad el. opnå en ...@UnboundedEvent+Agentive@
hallway%1:06:00::@{hallway_0}@passage, corridor@core@
obstacle%1:06:00::@{obstacle_0}@block@core@
charm%1:06:00::@{charm_0}@good luck charm@core@
pen%1:06:03::@{pen_0}@playpen@core@
dome%1:06:00::@{dome_0}@hemispherical roof@core@
equipment%1:06:00::@{equipment_0}@@core@
exemption%1:04:00::@{exemption_0}@immunity@core@
recreation%1:04:01::@{recreation_0}@@core@
calculation%1:09:00::@{calculation_0}@computation, figuring, reckoning@core@
hour%1:28:00::@{hour_0}@hr, 60 minutes, period of time@core@
resort%1:15:00::@{resort_0}@holiday resort@core@
idea%1:09:00::@{idea_0}@thought@core@
fortune%1:19:01::@{fortune_0}@luck@core@
industry%1:04:00::@{industry_0}@manufacture@core@
colleague%1:18:00::@{colleague_0}@co-worker, fellow worker@core@
hill%1:17:00::@{hill_0}@elevation of the land@core@
coalition%1:04:00::@{coalition_0}@coalescence, conglutination@core@
square%1:15:00::@{square_0}@public square, plaza, place@core@
procedure%1:04:01::@{procedure_0}@@core@
point%1:25:02::@{point_0}@dot@core@
shaft%1:06:02::@{shaft_0}@vertical passage into a mine@core@
element%1:27:00::@{element_0}@chemical element@core@
turkey%1:05:00::@{turkey_0}@bird domesticated for food@core@
thesis%1:10:01::@{thesis_0}@dissertation@core@
49091@{kulturliv_1; kulturlandskab_2}@helhed af kulturelle aktiviteter og organisationer@Static+Existence@
49542@{smugle_1}@føre ulovlige el. toldpligtige varer eller mennesk ...@BoundedEvent+Agentive+Possession@
49093@{afhængighed_2}@det at noget er bestemt el. betinget af noget ande ...@Property+Social@
physics%1:09:00::@{physics_0}@physical science@core@
feeling%1:09:00::@{feeling_0}@intuitive feeling@core@
49096@{privatøkonomi_1}@de økonomiske forhold for en person el. en hushold ...@3rdOrderEntity+Quantity@
protection%1:04:00::@{protection_0}@protecting someone or something@core@
outline%1:10:00::@{outline_0}@abstract, precis@core@
ownership%1:21:00::@{ownership_0}@@core@
64923@{brintatom_1}@atom af grundstoffet brint@Natural+Object@
48549@{venskabsforhold_0}@b-ord@Property+Mental@
cigarette%1:06:00::@{cigarette_0}@butt, fag@core@
48540@{iscenesætte_1}@kunstnerisk tilrettelægge og instruere en forestil ...@Dynamic+Agentive+Purpose+Social@
48541@{iværksætte_1}@sætte en aktivitet i gang; sørge for at noget find ...@BoundedEvent+Agentive@
fixture%1:06:00::@{fixture_0}@object firmly fixed in place@core@
48232@{opkræve_1; kræve_4: kræve 'op}@kræve indbetaling af et (skyldigt) pengebeløb e.l.@BoundedEvent+Agentive+Purpose+Communication@
steward%1:18:03::@{steward_0}@flight attendant@core@
craft%1:09:00::@{cunning_0}@craftiness, guile, slyness, wiliness@core@
kettle%1:06:00::@{kettle_0}@boiler, metal pot@core@
stream%1:17:00::@{stream_0}@watercourse@core@
survivor%1:18:02::@{survivor_0}@one who outlives another@core@
drink%1:13:00::@{drink_0}@beverage, drinkable, potable@core@
object%1:03:00::@{object_0}@physical object, tangible and visible entity@core@
break%1:26:00::@{break_0}@fracture@core@
prison%1:06:00::@{prison_0}@prison house, correctional institution@core@
foundation%1:24:00::@{foundation_0}@basis@core@
key%1:10:02::@{key_0}@legend, list of words that explain symbols@core@
drink%1:04:00::@{drunkenness_0}@@core@
pedestrian%1:18:00::@{pedestrian_0}@walker@core@
willpower%1:07:00::@{willpower_0}@self-control@core@
century%1:28:00::@{century_0}@period of 100 years@core@
memorial%1:06:00::@{memorial_0}@monument@core@
club%1:06:04::@{club_0}@cabaret, nightclub, nightspot@core@
journal%1:10:00::@{journal_0}@periodical@core@
money%1:21:02::@{money_0}@wealth@core@
floor%1:06:00::@{floor_0}@flooring@core@
fight%1:04:02::@{fight_0}@fighting, combat@core@
mouse%1:05:00::@{mouse_0}@rodent@core@
student%1:18:00::@{student_0}@pupil, learner@core@
oxygen%1:27:00::@{oxygen_0}@@core@
hostility%1:26:00::@{hostility_0}@enmity, antagonism@core@
67565@{kinesiologi_1_1}@alternativ medicinsk behandlingsform hvor ubalance ...@3rdOrderEntity+Mental+Purpose(+Domain)@
67567@{selenologi_1}@udforskning af geologiske forhold på Månen@3rdOrderEntity+Mental+Purpose(+Domain)@
production%1:23:00::@{production_0}@output, yield@core@
67563@{fremtone_1}@fremtræde el. vise sig på en vis måde el. med et v ...@BoundedEvent+Agentive+Physical+Location@
67562@{arve,2_1_2}@overtage et hverv, en (fyrste)titel, en sag, noget ...@BoundedEvent+Possession@
71997@{udvide_1}@gøre større ved at lægge noget til@BoundedEvent+Agentive@
cause%1:03:00::@{cause_0}@causal agent@core@
59463@{dyrke_2_1}@få mikroorganismer til at udvikle sig uden for den ...@UnboundedEvent+Agentive+Physical+Purpose@
1777@{børste,4_1_1}@rengøre vha. børste el. hænder med fejende bevægel ...@Underspecified@
expression%1:10:00::@{expression_0}@saying, locution@core@
68623@{døv_1}@(næsten) ude af stand til at høre@Property+Physical@
47238@{tænde_4: tænde 'op}@lave åben ild i en pejs, brændeovn e.l.@BoundedEvent+Cause+Physical@
72091@{rime,1_1}@slutte med et lydmønster der svarer til et andet;  ...@UnboundedEvent@
47233@{begyndelse_1_1}@det at noget begynder el. nogen begynder noget@BoundedEvent+Phenomenal@
47232@{file_1}@bearbejde en genstand med en fil e.l. så overflade ...@UnboundedEvent+Cause+Physical@
coat%1:06:01::@{coat_0}@coating, thin layer@core@
meaning%1:10:00::@{meaning_0}@significance, signification@core@
wilderness%1:15:00::@{wilderness_0}@wild, uninhabited area@core@
47236@{påsmøre_1}@fordele noget i et (jævnt) lag, fx salve el. malin ...@BoundedEvent+Cause+Physical@
ring%1:06:03::@{ring_0}@boxing ring@core@
era%1:28:00::@{era_0}@epoch@core@
spread%1:06:01::@{ranch_0}@cattle ranch, cattle farm@core@
charge%1:19:00::@{charge_0}@electric charge@core@
judgment%1:09:00::@{judgment_0}@cognitive process@core@
discovery%1:09:00::@{discovery_0}@breakthrough, find@core@
director%1:18:01::@{director_0}@conductor, music director@core@
host%1:18:01::@{host_0}@master of ceremonies, emcee@core@
game%1:04:01::@{game_0}@amusement or pastime@core@
wrong%3:00:04::@{wrong_0}@based on error@core@
censorship%1:04:00::@{censorship_0}@deletion of material in art works@core@
note%1:10:02::@{note_0}@annotation@core@
chain%1:06:00::@{chain_0}@series of rings or links@core@
news%1:10:00::@{news_0}@intelligence, tidings, word@core@
gene%1:08:00::@{gene_0}@segment of DNA@core@
descent%1:11:00::@{descent_0}@movement downward@core@
uncertainty%1:07:00::@{uncertainty_0}@uncertainness, precariousness@core@
drift%1:17:00::@{drift_0}@something heaped up by wind or water@core@
sulphur%1:27:00::@{sulphur_0}@sulfur, S@core@
grain%1:13:00::@{grain_0}@food grain, cereal@core@
wing%1:05:00::@{wing_0}@biological organ for flying@core@
row%1:14:00::@{row_0}@arrangement of objects or people side by side in a ...@core@
picture%1:06:00::@{picture_0}@image, icon, visual representation@core@
visit%1:04:02::@{visit_0}@@core@
communist%1:18:01::@{communist_0}@Marxist@core@
item%1:10:01::@{item_0}@token, individual instance@core@
essay%1:10:00::@{essay_0}@literary composition@core@
dollar%1:21:00::@{dollar_0}@dollar bill, buck@core@
post%1:10:00::@{post_0}@mail, mail service, postal service@core@
width%1:07:00::@{width_0}@breadth@core@
lamb%1:05:00::@{lamb_0}@young sheep@core@
burn%1:26:02::@{suntan_0}@tan, sunburn@core@
conservation%1:04:00::@{conservation_0}@preservation, environmental management@core@
vegetarian%1:18:00::@{vegetarian_0}@person who eats no meat@core@
executive%1:18:01::@{executive_0}@administrator@core@
colour%1:07:01::@{color_0}@hue@core@
drum%1:06:00::@{drum_0}@tympan, percussion instrument@core@
shoe%1:06:00::@{shoe_0}@footwear@core@
use%1:07:00::@{use_0}@function, purpose, role@core@
failure%1:26:00::@{failure_0}@lack of success@core@
castle%1:06:00::@{castle_0}@fortified building@core@
pumpkin%1:13:00::@{pumpkin_0}@large yellow fruit@core@
occasion%1:28:00::@{occasion_0}@time of a particular event@core@
court%1:14:01::@{court_0}@royal court@core@
toy%1:06:00::@{toy_0}@plaything@core@
teenager%1:18:00::@{teenager_0}@adolescent@core@
brand%1:09:00::@{brand_0}@make@core@
2189@{blitz_1}@kortvarigt, stærkt lys der bruges ved fotograferin ...@Underspecified@
service%1:04:01::@{service_0}@religious service, divine service@core@
pony%1:05:01::@{pony_0}@small horse@core@
shame%1:12:00::@{shame_0}@painful emotion@core@
welfare%1:04:00::@{welfare_0}@social welfare, government-sponsored program@core@
technique%1:09:01::@{technique_0}@proficiency@core@
desire%1:12:00::@{desire_0}@feeling@core@
day%1:28:00::@{day_0}@twenty-four hours, solar day@core@
princess%1:18:00::@{princess_0}@@core@
period%1:10:00::@{period_0}@point, full stop, stop, full point@core@
5766@{indkøb_1}@det at købe noget, fx (daglig)varer til eget forbr ...@Underspecified@
film%1:06:00::@{film_0}@thin coating@core@
cream%1:06:00::@{cream_0}@ointment, emollient, balm@core@
video%1:06:00::@{video_0}@video recording@core@
49086@{røntgenstråling_1; røntgen_3}@stråling af røntgenstråler@UnboundedEvent+Phenomenal+Physical@
49087@{feriere_1}@holde ferie@UnboundedEvent+Agentive@
flash%1:06:00::@{flash_0}@photoflash, flashbulb@core@
stable%1:06:00::@{stable_0}@stalls, horse barn@core@
embassy%1:06:00::@{embassy_0}@@core@
cake%1:13:00::@{cake_0}@mixture of flour and sugar and eggs@core@
49151@{marketing_1}@aktiviteter som en virksomhed gennemfører for at f ...@Dynamic+Agentive+Communication@
49154@{udrykning_1}@det at brandbiler, ambulance, politibil e.l. kører ...@Dynamic+Agentive+Purpose+Social@
music%1:10:00::@{music_0}@@core@
48208@{præstere_1_3}@fremvise; fremkomme med@Dynamic+Agentive@
record%1:21:00::@{record_0}@document serving as legal evidence of a transactio ...@core@
48202@{videreføre_1_2}@overtage en aktivitet fra en anden person og forts ...@UnboundedEvent+Agentive@
48201@{døbe_1}@optage en person i den kristne menighed ved symbol ...@BoundedEvent+Agentive+Purpose@
48206@{lagre_1}@samle og opbevare noget på et lager e.l.@Underspecified@
48204@{dørsalg_1}@en erhvervsdrivendes salg af varer el. tjenesteyde ...@Dynamic+Agentive+Physical+Purpose@
68106@{prævention_1; antikonception_1}@beskyttelse mod uønsket graviditet@BoundedEvent+Agentive+Physical+Purpose@
economy%1:07:00::@{economy_0}@thriftiness, frugality@core@
memory%1:09:00::@{memory_0}@capacity to remember@core@
coffee%1:13:00::@{coffee_0}@beverage@core@
fibre%1:27:00::@{fibre_0}@fiber@core@
seller%1:18:00::@{seller_0}@marketer, vender, vendor@core@
48687@{betjene_2}@anvende el. benytte på en bestemt måde@UnboundedEvent+Agentive+Physical@
48686@{manicure_1}@skønhedspleje af hænderne, især neglene@Dynamic+Agentive+Physical+Purpose@
literature%1:10:00::@{literature_0}@creative writing@core@
48684@{brevveksle_1}@udveksle breve (regelmæssigt)@UnboundedEvent+Agentive+Communication+Social@
fashion%1:09:00::@{fashion_0}@latest style, rage, fad@core@
48681@{koreografi_1}@skabelse og arrangement af dansetrin og bevægelses ...@UnboundedEvent+Agentive+Physical+Purpose@
48680@{koreografere_1}@b-ord@UnboundedEvent+Agentive+Physical+Purpose@
48688@{tilhøre_1}@være del af en bestemt gruppe@Static+Existence@
orange%1:13:00::@{orange_0}@citrus fruit@core@
feature%1:08:00::@{feature_0}@facial feature@core@
murder%1:04:00::@{murder_0}@slaying, execution@core@
rubbish%1:27:00::@{rubbish_0}@trash, scrap, worthless material@core@
hand%1:08:00::@{hand_0}@manus, mitt, paw@core@
drawing%1:04:03::@{drawing_0}@lottery@core@
71983@{ledig_2}@uden beskæftigelse; arbejdsløs@Property@
settlement%1:09:00::@{settlement_0}@resolution, outcome@core@
jelly%1:27:00::@{jelly_0}@gelatinous substance@core@
71988@{overskue_1}@have et fuldstændigt indtryk af noget som er omfat ...@UnboundedEvent+Agentive+Mental@
press%1:06:01::@{press_0}@printing press@core@
watch%1:06:00::@{watch_0}@chronograph, timepiece@core@
